"","X","Year","Week","Date","Day","value","catcorr","Bay","corTL","co"
"1593",927,"2017",11,2017-08-08,"08_08",86,1.03954598,"Shinnecock",89,2
"1594",928,"2017",11,2017-08-08,"08_08",66,1.207315414,"Shinnecock",80,2
"1595",929,"2017",11,2017-08-08,"08_08",75,1.102189954,"Shinnecock",83,2
"1596",930,"2017",11,2017-08-08,"08_08",50,1.534401164,"Shinnecock",77,2
"1597",987,"2017",11,2017-08-08,"08_08",51,1.511344179,"Shinnecock",77,2
"1598",988,"2017",11,2017-08-08,"08_08",80,1.066899923,"Shinnecock",85,2
"1599",989,"2017",11,2017-08-08,"08_08",55,1.419611821,"Shinnecock",78,2
"1600",1038,"2017",11,2017-08-08,"08_08",49,1.557312077,"Shinnecock",76,2
"1601",1039,"2017",11,2017-08-08,"08_08",66,1.207315414,"Shinnecock",80,2
"1602",1085,"2017",11,2017-08-08,"08_08",87,1.036180632,"Shinnecock",90,2
"1603",1126,"2017",11,2017-08-08,"08_08",86,1.03954598,"Shinnecock",89,2
"1604",1164,"2017",11,2017-08-08,"08_08",105,1.007059741,"Shinnecock",106,2
"1605",857,"2017",13,2017-08-24,"08_24",57,1.375371023,"Shinnecock",78,2
"1606",858,"2017",13,2017-08-24,"08_24",67,1.192534974,"Shinnecock",80,2
"1607",859,"2017",13,2017-08-24,"08_24",69,1.165412156,"Shinnecock",80,2
"1608",860,"2017",13,2017-08-24,"08_24",61,1.293386184,"Shinnecock",79,2
